dataset_id,metric_id,analysis_status,support_threshold_texels,comparison_id,comparator_id,identity_token,retained_pair_count,identity_effect,identity_effect_8bit_rgb,identity_relative_effect,identity_relative_effect_percent,seed_2026080447,seed_2026080448,seed_2026080449,seed_2026080450,seed_2026080451
D1,hidden_uv_mae,EXPLORATORY_SUPPORT_SENSITIVITY_NO_NEW_TEST,5,F1-MAE-ATTRIBUTION::D1::full_vs_condition0,condition0,D1-I016,8,0.0035227297031017596,0.8982960742909487,0.02131941411445725,2.131941411445725,0.0035227297031017596,0.004068707289989176,-0.006395459500171702,0.004356173583955486,0.002970659678559723
D1,hidden_uv_mae,EXPLORATORY_SUPPORT_SENSITIVITY_NO_NEW_TEST,5,F1-MAE-ATTRIBUTION::D1::full_vs_condition0,condition0,D1-I017,6,-0.0021311055277254687,-0.5434319095699945,-0.009437154588311108,-0.9437154588311107,0.010693088605930073,-0.00254806984145399,-0.0021311055277254687,-0.00650543156813406,0.00654337244328633
D1,hidden_uv_mae,EXPLORATORY_SUPPORT_SENSITIVITY_NO_NEW_TEST,5,F1-MAE-ATTRIBUTION::D1::full_vs_condition0,condition0,D1-I018,8,0.002360554734865815,0.6019414573907828,0.01449833178035771,1.449833178035771,0.00043611057107821594,0.004863073440909818,0.007549035903953366,0.002360554734865815,0.00021504338596946282
D1,hidden_uv_mae,EXPLORATORY_SUPPORT_SENSITIVITY_NO_NEW_TEST,5,F1-MAE-ATTRIBUTION::D1::full_vs_condition0,condition0,D1-I019,8,0.005582698078749178,1.4235880100810403,0.038428752257448365,3.8428752257448364,0.010236900366045715,0.005582698078749178,0.0024917385240016965,0.00610535122192922,0.0014223533604046795
D1,hidden_uv_mae,EXPLORATORY_SUPPORT_SENSITIVITY_NO_NEW_TEST,5,F1-MAE-ATTRIBUTION::D1::full_vs_condition0,condition0,D1-I020,8,-0.003234142794225514,-0.8247064125275061,-0.024993126810041243,-2.4993126810041244,-0.009726589201086787,-0.003234142794225514,0.0023065963428389596,0.002413115209827732,-0.003609042688086213
D1,hidden_uv_mae,EXPLORATORY_SUPPORT_SENSITIVITY_NO_NEW_TEST,5,F1-MAE-ATTRIBUTION::D1::full_vs_b_lite_ft,b_lite_ft,D1-I001,8,-0.04072970203736034,-10.386074019526886,-0.454340873165869,-45.434087316586904,-0.039339618583217384,-0.03473844572982312,-0.049785547375771594,-0.04760926601935237,-0.04072970203736034
D1,hidden_uv_mae,EXPLORATORY_SUPPORT_SENSITIVITY_NO_NEW_TEST,5,F1-MAE-ATTRIBUTION::D1::full_vs_b_lite_ft,b_lite_ft,D1-I002,8,-0.05368405418040495,-13.689433816003262,-0.5442659242122015,-54.42659242122016,-0.05877551498343096,-0.051440272707906035,-0.05368405418040495,-0.05315865114161913,-0.055783755704760546
D1,hidden_uv_mae,EXPLORATORY_SUPPORT_SENSITIVITY_NO_NEW_TEST,5,F1-MAE-ATTRIBUTION::D1::full_vs_b_lite_ft,b_lite_ft,D1-I003,8,-0.007561432572562005,-1.9281653060033113,-0.034183078822112835,-3.4183078822112836,-0.007561432572562005,-0.009924666657340986,-0.007059981124366843,-0.013896877345229902,-0.002072563105159339
D1,hidden_uv_mae,EXPLORATORY_SUPPORT_SENSITIVITY_NO_NEW_TEST,5,F1-MAE-ATTRIBUTION::D1::full_vs_b_lite_ft,b_lite_ft,D1-I004,8,-0.039477003504353105,-10.06663589361004,-0.4855097196260115,-48.55097196260115,-0.0449080719015452,-0.039477003504353105,-0.03675573920444831,-0.045448839937768916,-0.033084612802170954
D1,hidden_uv_mae,EXPLORATORY_SUPPORT_SENSITIVITY_NO_NEW_TEST,5,F1-MAE-ATTRIBUTION::D1::full_vs_b_lite_ft,b_lite_ft,D1-I005,8,-0.0499236684053814,-12.730535443372258,-0.687555172687052,-68.7555172687052,-0.05287842650930371,-0.0499236684053814,-0.05219539590174471,-0.04042242663301653,-0.04233089002829039
D1,hidden_uv_mae,EXPLORATORY_SUPPORT_SENSITIVITY_NO_NEW_TEST,5,F1-MAE-ATTRIBUTION::D1::full_vs_b_lite_ft,b_lite_ft,D1-I006,8,-0.03495743855061555,-8.914146830406965,-0.2822842058663378,-28.228420586633778,-0.03495743855061555,-0.025786425799122846,-0.04633714221933226,-0.03698902437237918,-0.028479662284885764
D1,hidden_uv_mae,EXPLORATORY_SUPPORT_SENSITIVITY_NO_NEW_TEST,5,F1-MAE-ATTRIBUTION::D1::full_vs_b_lite_ft,b_lite_ft,D1-I007,8,-0.01741134836155106,-4.43989383219552,-0.13816466297420996,-13.816466297420996,-0.01741134836155106,-0.03085846221154768,-0.01518002820957421,-0.02491743719692758,-0.01674899499778368
D1,hidden_uv_mae,EXPLORATORY_SUPPORT_SENSITIVITY_NO_NEW_TEST,5,F1-MAE-ATTRIBUTION::D1::full_vs_b_lite_ft,b_lite_ft,D1-I008,8,-0.04680745270284597,-11.935900439225723,-0.39182285431069847,-39.18228543106984,-0.04680745270284597,-0.040854043473939367,-0.051059169590805906,-0.04959581267887912,-0.037743724065285894
D1,hidden_uv_mae,EXPLORATORY_SUPPORT_SENSITIVITY_NO_NEW_TEST,5,F1-MAE-ATTRIBUTION::D1::full_vs_b_lite_ft,b_lite_ft,D1-I009,8,0.0012189273499424308,0.31082647423531984,0.007565635230747527,0.7565635230747527,0.0007072831331579738,0.007635177490041389,-0.005226036346463292,0.0012189273499424308,0.008777552255555793
D1,hidden_uv_mae,EXPLORATORY_SUPPORT_SENSITIVITY_NO_NEW_TEST,5,F1-MAE-ATTRIBUTION::D1::full_vs_b_lite_ft,b_lite_ft,D1-I010,8,-0.03429205229504721,-8.74447333523704,-0.29233483018146234,-29.233483018146234,-0.039179026401740494,-0.03067846904976783,-0.03258101215387135,-0.036427799486557395,-0.03429205229504721
D1,hidden_uv_mae,EXPLORATORY_SUPPORT_SENSITIVITY_NO_NEW_TEST,5,F1-MAE-ATTRIBUTION::D1::full_vs_b_lite_ft,b_lite_ft,D1-I011,6,-0.03950154733537558,-10.072894570520774,-0.24207717535060663,-24.207717535060663,-0.03950154733537558,-0.018954180425856823,-0.04136892679160151,-0.027767883309039065,-0.04739738926216207
D1,hidden_uv_mae,EXPLORATORY_SUPPORT_SENSITIVITY_NO_NEW_TEST,5,F1-MAE-ATTRIBUTION::D1::full_vs_b_lite_ft,b_lite_ft,D1-I012,4,-0.013922167327785576,-3.550152668585322,-0.08123331668790014,-8.123331668790014,0.0003446314203324752,-0.024175849426026033,-0.013922167327785576,-0.017557405954906152,-0.00499726193195793
D1,hidden_uv_mae,EXPLORATORY_SUPPORT_SENSITIVITY_NO_NEW_TEST,5,F1-MAE-ATTRIBUTION::D1::full_vs_b_lite_ft,b_lite_ft,D1-I013,4,-0.02536538209510493,-6.468172434251757,-0.14698083246386837,-14.698083246386837,-0.031856522704355225,-0.014235744562773558,-0.02466904040535582,-0.03173456041752791,-0.02536538209510493
D1,hidden_uv_mae,EXPLORATORY_SUPPORT_SENSITIVITY_NO_NEW_TEST,5,F1-MAE-ATTRIBUTION::D1::full_vs_b_lite_ft,b_lite_ft,D1-I014,8,-0.05695646299828144,-14.523898064561768,-1.032337227645275,-103.23372276452749,-0.05872157823669168,-0.05695646299828144,-0.049270655047674035,-0.04900504763965019,-0.06018528655330549
D1,hidden_uv_mae,EXPLORATORY_SUPPORT_SENSITIVITY_NO_NEW_TEST,5,F1-MAE-ATTRIBUTION::D1::full_vs_b_lite_ft,b_lite_ft,D1-I015,8,-0.049193693504602926,-12.544391843673745,-0.3417390651501545,-34.17390651501545,-0.04973773277582384,-0.04671379869948031,-0.042831696171551845,-0.04975738521173022,-0.049193693504602926
D1,hidden_uv_mae,EXPLORATORY_SUPPORT_SENSITIVITY_NO_NEW_TEST,5,F1-MAE-ATTRIBUTION::D1::full_vs_b_lite_ft,b_lite_ft,D1-I016,8,-0.05029972083142677,-12.826428812013825,-0.4544764742933058,-45.44764742933058,-0.053534282483196916,-0.04946366205819154,-0.053358006980754664,-0.04178494444856072,-0.05029972083142677
D1,hidden_uv_mae,EXPLORATORY_SUPPORT_SENSITIVITY_NO_NEW_TEST,5,F1-MAE-ATTRIBUTION::D1::full_vs_b_lite_ft,b_lite_ft,D1-I017,6,-0.024317505250694926,-6.200963838927207,-0.11342027597493654,-11.342027597493654,-0.018709483282965803,-0.01675089509273417,-0.028301139337697415,-0.032016059661265264,-0.024317505250694926
D1,hidden_uv_mae,EXPLORATORY_SUPPORT_SENSITIVITY_NO_NEW_TEST,5,F1-MAE-ATTRIBUTION::D1::full_vs_b_lite_ft,b_lite_ft,D1-I018,8,-0.0328335494408052,-8.372555107405326,-0.22334761952140747,-22.334761952140745,-0.01576441158786481,-0.025326827111698327,-0.0328335494408052,-0.042327033294722385,-0.03660618307002528
D1,hidden_uv_mae,EXPLORATORY_SUPPORT_SENSITIVITY_NO_NEW_TEST,5,F1-MAE-ATTRIBUTION::D1::full_vs_b_lite_ft,b_lite_ft,D1-I019,8,-0.02019836843487105,-5.150583950892118,-0.19172936040568092,-19.172936040568093,-0.02019836843487105,-0.017806458851331385,-0.017751169188150832,-0.023670750855554798,-0.023996302757366278
D1,hidden_uv_mae,EXPLORATORY_SUPPORT_SENSITIVITY_NO_NEW_TEST,5,F1-MAE-ATTRIBUTION::D1::full_vs_b_lite_ft,b_lite_ft,D1-I020,8,-0.03043793454160995,-7.761673308110537,-0.3288258087166355,-32.88258087166355,-0.03043793454160995,-0.04834237523475342,-0.029047510728231356,-0.02088183479604598,-0.030810060156014306
D1,hidden_uv_mae,EXPLORATORY_SUPPORT_SENSITIVITY_NO_NEW_TEST,5,F2-MAE-PUBLIC::D1::full_vs_freeuv_conserved,freeuv_conserved,D1-I001,8,-0.017029500415918247,-4.342522606059153,-0.14635361494288895,-14.635361494288896,-0.02245180165788871,-0.017029500415918247,-0.01619764886056193,-0.02503871139836312,-0.008665531437697646
D1,hidden_uv_mae,EXPLORATORY_SUPPORT_SENSITIVITY_NO_NEW_TEST,5,F2-MAE-PUBLIC::D1::full_vs_freeuv_conserved,freeuv_conserved,D1-I002,8,0.029419538486255656,7.501982313995192,0.15703984289195458,15.703984289195457,0.02913242406337338,0.032234290849484176,0.029556366574425924,0.027304633041811383,0.029419538486255656
D1,hidden_uv_mae,EXPLORATORY_SUPPORT_SENSITIVITY_NO_NEW_TEST,5,F2-MAE-PUBLIC::D1::full_vs_freeuv_conserved,freeuv_conserved,D1-I003,8,-0.006088352169714831,-1.5525298032772819,-0.025050824886220572,-2.5050824886220573,0.002890747475816288,-0.006088352169714831,-0.016731303103391895,-0.010217574657971823,-0.000489681701427741
D1,hidden_uv_mae,EXPLORATORY_SUPPORT_SENSITIVITY_NO_NEW_TEST,5,F2-MAE-PUBLIC::D1::full_vs_freeuv_conserved,freeuv_conserved,D1-I004,8,0.00671434103960384,1.7121569650989792,0.05341416496285886,5.341416496285886,0.0069260194001982064,-0.002316345315870841,0.0030851043195419536,0.00671434103960384,0.010453135738234427
D1,hidden_uv_mae,EXPLORATORY_SUPPORT_SENSITIVITY_NO_NEW_TEST,5,F2-MAE-PUBLIC::D1::full_vs_freeuv_conserved,freeuv_conserved,D1-I005,8,-0.010623767284921898,-2.7090606576550837,-0.0933334437796934,-9.33334437796934,-0.01618538066536205,-0.016245613004536315,-0.010066061006986232,-0.010623767284921898,-0.004222168862463037
D1,hidden_uv_mae,EXPLORATORY_SUPPORT_SENSITIVITY_NO_NEW_TEST,5,F2-MAE-PUBLIC::D1::full_vs_freeuv_conserved,freeuv_conserved,D1-I006,8,0.059068465157868094,15.062458615256364,0.27634739404460756,27.634739404460756,0.059068465157868094,0.06893681677473831,0.06142670896934853,0.057570030394864594,0.05897334720478259
D1,hidden_uv_mae,EXPLORATORY_SUPPORT_SENSITIVITY_NO_NEW_TEST,5,F2-MAE-PUBLIC::D1::full_vs_freeuv_conserved,freeuv_conserved,D1-I007,8,0.047961634329713135,12.23021675407685,0.2621155537221795,26.211555372217948,0.0410605302459313,0.03781749880437332,0.05929690766441928,0.050750096328810786,0.047961634329713135
D1,hidden_uv_mae,EXPLORATORY_SUPPORT_SENSITIVITY_NO_NEW_TEST,5,F2-MAE-PUBLIC::D1::full_vs_freeuv_conserved,freeuv_conserved,D1-I008,8,0.043662278453984335,11.133881005766005,0.21860026344856023,21.860026344856024,0.042194519217291226,0.043662278453984335,0.032783844178943006,0.047357315728139684,0.05198213138977603
D1,hidden_uv_mae,EXPLORATORY_SUPPORT_SENSITIVITY_NO_NEW_TEST,5,F2-MAE-PUBLIC::D1::full_vs_freeuv_conserved,freeuv_conserved,D1-I009,8,0.021611490714480097,5.510930132192425,0.1276249685128253,12.76249685128253,0.013388988506702636,0.0277545932124363,0.021611490714480097,0.0224534664276256,0.015566853747666143
D1,hidden_uv_mae,EXPLORATORY_SUPPORT_SENSITIVITY_NO_NEW_TEST,5,F2-MAE-PUBLIC::D1::full_vs_freeuv_conserved,freeuv_conserved,D1-I010,8,0.02723822331263548,6.945746944722047,0.14719776437610735,14.719776437610735,0.028458199201198353,0.02723822331263548,0.024452347601772423,0.02332428401918739,0.028925706876084353
D1,hidden_uv_mae,EXPLORATORY_SUPPORT_SENSITIVITY_NO_NEW_TEST,5,F2-MAE-PUBLIC::D1::full_vs_freeuv_conserved,freeuv_conserved,D1-I011,6,0.013680563165879317,3.488543607299226,0.06241340804860934,6.2413408048609345,0.012416609048052085,0.01614123456330817,0.010571905948524377,0.013680563165879317,0.013808620134024077
D1,hidden_uv_mae,EXPLORATORY_SUPPORT_SENSITIVITY_NO_NEW_TEST,5,F2-MAE-PUBLIC::D1::full_vs_freeuv_conserved,freeuv_conserved,D1-I012,4,0.03553793561075365,9.062173580742181,0.16653309381281398,16.653309381281396,0.03904963403924498,0.027817486023443402,0.03166682095919826,0.050177187963824074,0.03553793561075365
D1,hidden_uv_mae,EXPLORATORY_SUPPORT_SENSITIVITY_NO_NEW_TEST,5,F2-MAE-PUBLIC::D1::full_vs_freeuv_conserved,freeuv_conserved,D1-I013,4,0.008452849557446268,2.1554766371487983,0.03925852734695077,3.9258527346950767,-0.0018030603686904761,0.024830633792426865,0.00715513576300654,0.011615001167371575,0.008452849557446268
D1,hidden_uv_mae,EXPLORATORY_SUPPORT_SENSITIVITY_NO_NEW_TEST,5,F2-MAE-PUBLIC::D1::full_vs_freeuv_conserved,freeuv_conserved,D1-I014,8,0.015647595029748634,3.990136732585902,0.12946469086345552,12.946469086345552,0.015647595029748634,0.017325586872273514,0.011785309889364999,0.019558087203374784,0.013418570163672962
D1,hidden_uv_mae,EXPLORATORY_SUPPORT_SENSITIVITY_NO_NEW_TEST,5,F2-MAE-PUBLIC::D1::full_vs_freeuv_conserved,freeuv_conserved,D1-I015,8,0.016110950106467417,4.108292277149191,0.0746078237729161,7.4607823772916095,0.01521418670501648,0.01595989576774806,0.01910418553354233,0.016110950106467417,0.03416077829947474
D1,hidden_uv_mae,EXPLORATORY_SUPPORT_SENSITIVITY_NO_NEW_TEST,5,F2-MAE-PUBLIC::D1::full_vs_freeuv_conserved,freeuv_conserved,D1-I016,8,0.07479367958930083,19.07238829527171,0.3041107378203142,30.411073782031423,0.07721864908393392,0.07657953172951701,0.06535189077217793,0.07479367958930083,0.07410742264055521
D1,hidden_uv_mae,EXPLORATORY_SUPPORT_SENSITIVITY_NO_NEW_TEST,5,F2-MAE-PUBLIC::D1::full_vs_freeuv_conserved,freeuv_conserved,D1-I017,6,-0.01988318384626815,-5.070211880798379,-0.08302885799959828,-8.302885799959828,-0.0004143836737497131,-0.01988318384626815,-0.02158064940524322,-0.022513388001688922,-0.009337411896784178
D1,hidden_uv_mae,EXPLORATORY_SUPPORT_SENSITIVITY_NO_NEW_TEST,5,F2-MAE-PUBLIC::D1::full_vs_freeuv_conserved,freeuv_conserved,D1-I018,8,0.040536912068799016,10.33691257754375,0.197478908115493,19.7478908115493,0.040536912068799016,0.04602512148401314,0.04462626986002727,0.03284578980047467,0.025069252445669626
D1,hidden_uv_mae,EXPLORATORY_SUPPORT_SENSITIVITY_NO_NEW_TEST,5,F2-MAE-PUBLIC::D1::full_vs_freeuv_conserved,freeuv_conserved,D1-I019,8,-0.008217890180806278,-2.095561996105601,-0.06692199482171227,-6.692199482171227,-0.018466085252701436,-0.00804708217556975,-0.00809729826760533,-0.008217890180806278,-0.012490445065969413
D1,hidden_uv_mae,EXPLORATORY_SUPPORT_SENSITIVITY_NO_NEW_TEST,5,F2-MAE-PUBLIC::D1::full_vs_freeuv_conserved,freeuv_conserved,D1-I020,8,-0.024450530275376105,-6.234885220220907,-0.2384070118650699,-23.84070118650699,-0.02529364504582304,-0.03242703933051619,-0.022881631397842783,-0.024069823134366588,-0.024450530275376105
D1,hidden_uv_mae,EXPLORATORY_SUPPORT_SENSITIVITY_NO_NEW_TEST,10,F1-MAE-ATTRIBUTION::D1::full_vs_condition0,condition0,D1-I001,8,0.0018835157345704484,0.48029651231546433,0.013792688147099146,1.3792688147099146,0.0018835157345704484,-0.0065221836081116175,0.008483544125941475,0.009401352422601955,-0.0007754388998012784
D1,hidden_uv_mae,EXPLORATORY_SUPPORT_SENSITIVITY_NO_NEW_TEST,10,F1-MAE-ATTRIBUTION::D1::full_vs_condition0,condition0,D1-I002,7,-0.0014690192054129525,-0.37459989738030286,-0.009454330323159009,-0.9454330323159008,0.0005624284979068861,-0.0034257187335579586,-0.0014690192054129525,0.0019420377082294826,-0.0056764027129869166
D1,hidden_uv_mae,EXPLORATORY_SUPPORT_SENSITIVITY_NO_NEW_TEST,10,F1-MAE-ATTRIBUTION::D1::full_vs_condition0,condition0,D1-I003,8,0.001746241422662942,0.4452915627790502,0.008066384475505404,0.8066384475505404,-0.0015081269123281005,0.001746241422662942,0.013656158850666691,-0.005549207081397389,0.00684753353758745
D1,hidden_uv_mae,EXPLORATORY_SUPPORT_SENSITIVITY_NO_NEW_TEST,10,F1-MAE-ATTRIBUTION::D1::full_vs_condition0,condition0,D1-I004,7,-0.0006329293052355356,-0.16139697283506158,-0.004929129392089082,-0.49291293920890816,-0.0006329293052355356,0.008853081007203362,-0.005463115671383467,-0.008531277647353536,0.0025804538690615414
D1,hidden_uv_mae,EXPLORATORY_SUPPORT_SENSITIVITY_NO_NEW_TEST,10,F1-MAE-ATTRIBUTION::D1::full_vs_condition0,condition0,D1-I005,8,-0.0022731103983151812,-0.5796431515703713,-0.0184729254174925,-1.84729254174925,-0.0022731103983151812,0.004020798307073928,-0.009476045288777338,-0.0028801496746553717,0.006665475606918339
D1,hidden_uv_mae,EXPLORATORY_SUPPORT_SENSITIVITY_NO_NEW_TEST,10,F1-MAE-ATTRIBUTION::D1::full_vs_condition0,condition0,D1-I006,8,0.0011553207816450417,0.29460679931948563,0.007046305487755796,0.7046305487755796,-0.0017507655524133386,0.005415063097867823,0.0030870391784516837,-0.0070694596326669745,0.0011553207816450417
D1,hidden_uv_mae,EXPLORATORY_SUPPORT_SENSITIVITY_NO_NEW_TEST,10,F1-MAE-ATTRIBUTION::D1::full_vs_condition0,condition0,D1-I007,8,-0.0035512009538756634,-0.9055562432382942,-0.02556485068200236,-2.556485068200236,0.0018021805154297132,-0.0038422193450898673,-0.0035512009538756634,-0.009123618206609799,-0.001278371394083308
D1,hidden_uv_mae,EXPLORATORY_SUPPORT_SENSITIVITY_NO_NEW_TEST,10,F1-MAE-ATTRIBUTION::D1::full_vs_condition0,condition0,D1-I008,8,0.00490840908252832,1.2516443160447217,0.029599620097944705,2.9599620097944705,0.003911935358462348,0.0027532274922262706,0.00490840908252832,0.00838083545407707,0.008614211236564528
D1,hidden_uv_mae,EXPLORATORY_SUPPORT_SENSITIVITY_NO_NEW_TEST,10,F1-MAE-ATTRIBUTION::D1::full_vs_condition0,condition0,D1-I009,7,0.0011685791269382129,0.29798767736924425,0.007209141208011277,0.7209141208011277,0.0017287253867834806,-0.005364877298290355,0.004216376226395369,0.0011685791269382129,-0.0030932183899803345
D1,hidden_uv_mae,EXPLORATORY_SUPPORT_SENSITIVITY_NO_NEW_TEST,10,F1-MAE-ATTRIBUTION::D1::full_vs_condition0,condition0,D1-I010,8,0.0002390149473584513,0.06094881157640508,0.0017704297130305556,0.17704297130305557,-0.014943406055758245,0.002199047695224471,-0.004625771452800902,0.0002390149473584513,0.005376341547407862
D1,hidden_uv_mae,EXPLORATORY_SUPPORT_SENSITIVITY_NO_NEW_TEST,10,F1-MAE-ATTRIBUTION::D1::full_vs_condition0,condition0,D1-I011,6,-0.0035722049747657497,-0.9109122685652662,-0.018209392559308913,-1.8209392559308912,-0.007498371169950044,0.0018797894770341411,-0.005086922086822737,0.002325045421493782,-0.0035722049747657497
D1,hidden_uv_mae,EXPLORATORY_SUPPORT_SENSITIVITY_NO_NEW_TEST,10,F1-MAE-ATTRIBUTION::D1::full_vs_condition0,condition0,D1-I012,3,0.004948771870755514,1.261936827042656,0.02804713875087519,2.804713875087519,-0.00033575511898667476,-0.014977230325147695,0.004948771870755514,0.011874952151145785,0.0069908095709173
D1,hidden_uv_mae,EXPLORATORY_SUPPORT_SENSITIVITY_NO_NEW_TEST,10,F1-MAE-ATTRIBUTION::D1::full_vs_condition0,condition0,D1-I013,3,0.01430395697681311,3.6475090290873426,0.06289029546506983,6.289029546506983,0.023477874909128477,0.01430395697681311,-0.01715736158001116,0.021388164091677903,-0.021336983157019346
D1,hidden_uv_mae,EXPLORATORY_SUPPORT_SENSITIVITY_NO_NEW_TEST,10,F1-MAE-ATTRIBUTION::D1::full_vs_condition0,condition0,D1-I014,8,0.002065108587094723,0.5266026897091544,0.019563979552775997,1.9563979552775996,0.0010184777154845087,0.002556710345932557,0.003693289602873885,0.002065108587094723,-0.0032534060269053602
D1,hidden_uv_mae,EXPLORATORY_SUPPORT_SENSITIVITY_NO_NEW_TEST,10,F1-MAE-ATTRIBUTION::D1::full_vs_condition0,condition0,D1-I015,7,7.597843862394704e-05,0.019374501849106496,0.0004126259131203885,0.04126259131203885,0.005956071665957824,7.597843862394704e-05,-0.009094740196510603,-0.0004939494344095574,0.004927882863805189
D1,hidden_uv_mae,EXPLORATORY_SUPPORT_SENSITIVITY_NO_NEW_TEST,10,F1-MAE-ATTRIBUTION::D1::full_vs_condition0,condition0,D1-I016,8,0.0035227297031017596,0.8982960742909487,0.02131941411445725,2.131941411445725,0.0035227297031017596,0.004068707289989176,-0.006395459500171702,0.004356173583955486,0.002970659678559723
D1,hidden_uv_mae,EXPLORATORY_SUPPORT_SENSITIVITY_NO_NEW_TEST,10,F1-MAE-ATTRIBUTION::D1::full_vs_condition0,condition0,D1-I017,6,-0.0021311055277254687,-0.5434319095699945,-0.009437154588311108,-0.9437154588311107,0.010693088605930073,-0.00254806984145399,-0.0021311055277254687,-0.00650543156813406,0.00654337244328633
D1,hidden_uv_mae,EXPLORATORY_SUPPORT_SENSITIVITY_NO_NEW_TEST,10,F1-MAE-ATTRIBUTION::D1::full_vs_condition0,condition0,D1-I018,6,0.002360554734865815,0.6019414573907828,0.01449833178035771,1.449833178035771,0.00043611057107821594,0.006385273952244336,0.006093348593741638,0.002360554734865815,0.00021504338596946282
D1,hidden_uv_mae,EXPLORATORY_SUPPORT_SENSITIVITY_NO_NEW_TEST,10,F1-MAE-ATTRIBUTION::D1::full_vs_condition0,condition0,D1-I019,8,0.005582698078749178,1.4235880100810403,0.038428752257448365,3.8428752257448364,0.010236900366045715,0.005582698078749178,0.0024917385240016965,0.00610535122192922,0.0014223533604046795
D1,hidden_uv_mae,EXPLORATORY_SUPPORT_SENSITIVITY_NO_NEW_TEST,10,F1-MAE-ATTRIBUTION::D1::full_vs_condition0,condition0,D1-I020,8,-0.003234142794225514,-0.8247064125275061,-0.024993126810041243,-2.4993126810041244,-0.009726589201086787,-0.003234142794225514,0.0023065963428389596,0.002413115209827732,-0.003609042688086213
D1,hidden_uv_mae,EXPLORATORY_SUPPORT_SENSITIVITY_NO_NEW_TEST,10,F1-MAE-ATTRIBUTION::D1::full_vs_b_lite_ft,b_lite_ft,D1-I001,8,-0.04072970203736034,-10.386074019526886,-0.454340873165869,-45.434087316586904,-0.039339618583217384,-0.03473844572982312,-0.049785547375771594,-0.04760926601935237,-0.04072970203736034
D1,hidden_uv_mae,EXPLORATORY_SUPPORT_SENSITIVITY_NO_NEW_TEST,10,F1-MAE-ATTRIBUTION::D1::full_vs_b_lite_ft,b_lite_ft,D1-I002,7,-0.05984319729937447,-15.26001531134049,-0.6805494550430816,-68.05494550430817,-0.07267907292553873,-0.05984319729937447,-0.06095530198233938,-0.05900728554436653,-0.05939840078353881
D1,hidden_uv_mae,EXPLORATORY_SUPPORT_SENSITIVITY_NO_NEW_TEST,10,F1-MAE-ATTRIBUTION::D1::full_vs_b_lite_ft,b_lite_ft,D1-I003,8,-0.007561432572562005,-1.9281653060033113,-0.034183078822112835,-3.4183078822112836,-0.007561432572562005,-0.009924666657340986,-0.007059981124366843,-0.013896877345229902,-0.002072563105159339
D1,hidden_uv_mae,EXPLORATORY_SUPPORT_SENSITIVITY_NO_NEW_TEST,10,F1-MAE-ATTRIBUTION::D1::full_vs_b_lite_ft,b_lite_ft,D1-I004,7,-0.040531650121904836,-10.335570781085734,-0.5069634235620826,-50.696342356208255,-0.044250345093752044,-0.040531650121904836,-0.03809072522051406,-0.04610673928012449,-0.03419716691686993
D1,hidden_uv_mae,EXPLORATORY_SUPPORT_SENSITIVITY_NO_NEW_TEST,10,F1-MAE-ATTRIBUTION::D1::full_vs_b_lite_ft,b_lite_ft,D1-I005,8,-0.0499236684053814,-12.730535443372258,-0.687555172687052,-68.7555172687052,-0.05287842650930371,-0.0499236684053814,-0.05219539590174471,-0.04042242663301653,-0.04233089002829039
D1,hidden_uv_mae,EXPLORATORY_SUPPORT_SENSITIVITY_NO_NEW_TEST,10,F1-MAE-ATTRIBUTION::D1::full_vs_b_lite_ft,b_lite_ft,D1-I006,8,-0.03495743855061555,-8.914146830406965,-0.2822842058663378,-28.228420586633778,-0.03495743855061555,-0.025786425799122846,-0.04633714221933226,-0.03698902437237918,-0.028479662284885764
D1,hidden_uv_mae,EXPLORATORY_SUPPORT_SENSITIVITY_NO_NEW_TEST,10,F1-MAE-ATTRIBUTION::D1::full_vs_b_lite_ft,b_lite_ft,D1-I007,8,-0.01741134836155106,-4.43989383219552,-0.13816466297420996,-13.816466297420996,-0.01741134836155106,-0.03085846221154768,-0.01518002820957421,-0.02491743719692758,-0.01674899499778368
D1,hidden_uv_mae,EXPLORATORY_SUPPORT_SENSITIVITY_NO_NEW_TEST,10,F1-MAE-ATTRIBUTION::D1::full_vs_b_lite_ft,b_lite_ft,D1-I008,8,-0.04680745270284597,-11.935900439225723,-0.39182285431069847,-39.18228543106984,-0.04680745270284597,-0.040854043473939367,-0.051059169590805906,-0.04959581267887912,-0.037743724065285894
D1,hidden_uv_mae,EXPLORATORY_SUPPORT_SENSITIVITY_NO_NEW_TEST,10,F1-MAE-ATTRIBUTION::D1::full_vs_b_lite_ft,b_lite_ft,D1-I009,7,-0.0044350132898048344,-1.1309283889002328,-0.03218332368230076,-3.218332368230076,-0.0044350132898048344,0.0065243252449565525,-0.021429657384201328,-0.007853656389552682,0.0016915546155270023
D1,hidden_uv_mae,EXPLORATORY_SUPPORT_SENSITIVITY_NO_NEW_TEST,10,F1-MAE-ATTRIBUTION::D1::full_vs_b_lite_ft,b_lite_ft,D1-I010,8,-0.03429205229504721,-8.74447333523704,-0.29233483018146234,-29.233483018146234,-0.039179026401740494,-0.03067846904976783,-0.03258101215387135,-0.036427799486557395,-0.03429205229504721
